,Location,Item_Name,BidPrice,ID,BuyNowPricee
328,Auckland,ZTE A110 Black UNLOCKED NZ NEW Phone #,$89.00,1353894016,$89.00
329,Auckland,Sony Z5 Xperia Premium E6853 Brand New + 1 Year Warranty,$639.00,1352866829,$639.00
330,Auckland,OnePlus 3T 128GB Midnight Black Limited Edition,$819.00,1352914164,$819.00
331,Auckland,Huawei LUA-L02 Y3 II White Unlocked Phone #,$129.00,1354641277,$129.00
332,Auckland,Iphone Screw Screws Set for 3G 3Gs,$1.00,1353900245,$1.00
333,Auckland,Htc 10 Brand New!!,$699.00,1353904267,$699.00
334,Wellington,Coral Blue Samsung Galaxy S7 edge (UNOPENED),$500.00,1351485971,$700.00
335,Auckland,Samsung Galaxy S6 G920 32GB Champagne Gold Brand NEW,$549.00,1356779865,$549.00
336,Southland,Samsung S8+ Bundle,"$1,000",1358313855,"$1,300"
337,Auckland,Vodafone Smart Ultra V995N Grey NZ NEW Phone #,$249.00,1353920888,$249.00
338,Auckland,MobiWire Dakota Rugged UNLOCKED Phone #,$88.00,1353920890,$88.00
339,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353934608,$229.00
340,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353934610,$229.00
341,Manawatu,Cellphone,$200.00,1358320530,$300.00
342,Auckland,Brand New Samsung S7 Edge G935F 32GB in MoET Gold,$799.00,1356849260,$799.00
343,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353934613,$229.00
344,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353934614,$229.00
345,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353934617,$229.00
346,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934787,$289.00
347,Auckland,Samsung Galaxy S6 G920 32GB Chiron Black Brand NEW,$549.00,1356891555,$549.00
348,Auckland,Brand New Samsung S7 Edge G935F 32GB in MoET Gold,$799.00,1353098156,$799.00
349,Auckland,Samsung Galaxy S4 Brand New 4G i9505 White 1 year warranty,BuyNowOnly,1353934797,$289.00
350,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934823,$289.00
351,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934860,$289.00
352,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934865,$289.00
353,Auckland,iPhone 6s,$629.00,1355510640,$649.00
354,Auckland,Brand New Samsung S7 Edge G935F 32GB in Black,$799.00,1353158892,$799.00
355,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353934875,$399.00
356,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353934883,$399.00
357,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934907,$289.00
358,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934904,$289.00
359,Auckland,iPhone 6s Plus,$939.00,1355537893,$949.00
360,Auckland,Brand New Samsung S7 G930F 32GB in Devil Black,$709.00,1353176949,$709.00
361,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353934918,$399.00
362,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353934922,$399.00
363,Auckland,Samsung Galaxy S4 Brand New 4G i9505 Black 1 year warranty,BuyNowOnly,1353934923,$289.00
364,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353934960,$399.00
365,Auckland,iPhone 6 16GB Gold,BuyNowOnly,1357851399,$529.00
366,Auckland,iPhone 6s Plus,$929.00,1355606390,$959.00
367,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353934976,$399.00
368,Auckland,Samsung Galaxy S5 4G G900F Black Brand New 1 Year Warranty,BuyNowOnly,1353935007,$399.00
369,Auckland,Samsung Galaxy S4 Brand New 4G i9505 White 1 year warranty,BuyNowOnly,1353935444,$289.00
370,Auckland,Samsung Galaxy S5 4G G900F White Brand New 1 Year Warranty,BuyNowOnly,1353935487,$399.00
371,Auckland,Samsung S8+,$975.00,1355614530,BidOnly
372,Auckland,iPhone 6,$659.00,1355646587,$669.00
373,Auckland,Samsung Galaxy S5 4G G900F White Brand New 1 Year Warranty,BuyNowOnly,1353935516,$399.00
374,Auckland,Samsung Galaxy S5 4G G900F White Brand New 1 Year Warranty,BuyNowOnly,1353935548,$399.00
375,Auckland,Samsung Galaxy S5 4G G900F White Brand New 1 Year Warranty,BuyNowOnly,1353935567,$399.00
376,Auckland,Samsung Galaxy S5 4G G900F White Brand New 1 Year Warranty,BuyNowOnly,1353935603,$399.00
377,Auckland,iPhone 6,$559.00,1355646509,$569.00
378,Auckland,iPhone 6s plus,$929.00,1355662781,$949.00
379,Auckland,Samsung Galaxy S4 Brand New 4G i9505 White 1 year warranty,BuyNowOnly,1353935617,$289.00
380,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353936029,$229.00
381,Auckland,Sony Xperia Z Brand New 1 Year Warranty,BuyNowOnly,1353936034,$229.00
382,Auckland,iPhone 7 Plus,"$1,369",1357682279,"$1,399"
383,Auckland,Iphone 6,$549.00,1355675671,$559.00
384,Auckland,Samsung Galaxy J2 8GB (New),$76.00,1356010645,BidOnly
385,Auckland,Apple Iphone 6 plus 64 GB Space Grey As New,$649.00,1353942570,$649.00
389,Auckland,iPhone 7,"$1,149",1356048008,"$1,199"
390,Auckland,Samsung Galaxy S6 G920 32GB Champagne Gold Brand NEW,$549.00,1353869409,$549.00
393,Auckland,Vodafone VFD200 Smart First 7 Unlocked Phone #,$59.00,1354712528,$59.00
394,Auckland,Alcatel 4024X Pixi First Grey Unlocked Phone #,$75.00,1354712531,$75.00
395,Otago,IPhone 7 Plus 256GB Jett Black,"$1,400",1356275838,"$1,400"
396,Auckland,Samsung Galaxy S6 G920 32GB Chiron Black Brand NEW,$549.00,1354146817,$549.00
397,Canterbury,ZTE Axon 7 (Gold) BRAND New &amp; Exclusive Product!!!,$999.00,1357716101,$999.00
398,Auckland,Samsung Galaxy S4 i9500 i9505 Replacement Battery,$8.00,1356212076,$8.00
399,Auckland,Samsung G925f Galaxy S6 edge 64GB Gold Phone #,$699.00,1354718468,$699.00
401,Auckland,Samsung Galaxy S6 G920 32GB Chiron Black Brand NEW,$549.00,1354578339,$549.00
402,Auckland,OnePlus 3T 64GB Brand New + 1 Year Warranty,$699.00,1354624135,$699.00
407,Auckland,OnePlus 3T 128GB Midnight Black Limited Edition,$819.00,1354632524,$819.00
408,Auckland,Brand New Samsung S7 G930F 32GB in Dubai Gold,$709.00,1354662729,$709.00
410,Auckland,"Samsung Gear VR (Unopened, AS NEW)",$90.00,1353986982,$90.00
411,Auckland,Alcatel 20.45X NZ NEW UNLOCKED Phone #,$39.00,1357742704,$39.00
412,Auckland,"BLACKVIEW Omega Pro 5.0"" 4G Gray Dual Sim Phone #",$249.00,1357742702,$249.00
413,Auckland,Brand New Samsung S7 Edge G935F 32GB in Black,$799.00,1354662730,$799.00
414,Auckland,Samsung S7 32MB dual SIM phone. Brand new in box,$400.00,1356967162,BidOnly
415,Auckland,WIFI- 2 Mega Pixels MP3/4 Bluetooth FM Watch phone,$59.99,1354015001,$59.99
416,Auckland,Telstra Tough 2 Bluestone Cellphone,$139.00,1357780401,$139.00
417,Auckland,Samsung Gear Fit 2 Smart watch,$190.00,1354063157,$199.00
418,Auckland,Nokia Lumia 520,$90.00,1354076134,$90.00
419,Canterbury,M3 Rugged Smart Phone - Android 5.1 - 13MP Camera,BuyNowOnly,1354880813,$249.00
420,Northland,Brand new black iPhone 7,$800.00,1357115860,"$1,000"
421,Auckland,"BLACKVIEW Omega Pro 5.0"" 4G White Dual Sim Phone #",$249.00,1357828076,$249.00
422,Wellington,VR BOX 3D Virtual Reality Glasses,BuyNowOnly,1355583451,$14.90
423,Waikato,Samsung Gear Fit 2 Replacement Wrist Band - Red,BuyNowOnly,1354083869,$19.99
424,Auckland,Vodafone VFD300 Smart Mini 7 Black UNLOCKED Phone#,$69.00,1354835540,$69.00
425,Wellington,HTC One M8 (grey),$220.00,1357493237,$250.00
426,Auckland,iPhone 7,"$1,129",1357679524,"$1,179"
428,Wanganui,3.5mm Jack 5 Way Port Blue Headphone Splitter Blue,BuyNowOnly,1354104026,$4.90
430,Wanganui,3000 mah Ultra Thin Credit Card Mobile Power Bank,BuyNowOnly,1357090011,$12.00
431,Auckland,iPhone 7 Plus,"$1,459",1357683142,"$1,499"
432,Wellington,Google Nexus 5X (32GB) [Brand New],$350.00,1357801994,$380.00
433,Wanganui,3.5mm Extension Earphone Headphone Audio Splitter,BuyNowOnly,1357091115,$2.50
434,Wanganui,3.5mm Jack 5 Way Port Headphone Splitter GREEN,BuyNowOnly,1353767974,$4.90
435,Auckland,Huawei Ascend Y600 Black Dual Sim!! BRAND NEW!!,$145.00,1354106098,$145.00
436,Auckland,LG C310 O.White!! Dual Sim!! EX-DEMO,$55.00,1354113674,$55.00
437,Bay of Plenty,Samsung Galaxy S8 - Midnight Black,"$1,000",1357817832,"$1,299"
438,Canterbury,Cagabi One Android 6.0 Smartphone - 8MP Camera,BuyNowOnly,1355570487,$139.00
439,Waikato,SAMSUNG S3370B - Chrome Silver *NEW*,$69.00,1353739182,$69.00
440,Auckland,Smart Watch CK11 Bracelet Band BLOOD PRESSURE HR etc FREIGHT FREE !,BuyNowOnly,1354128246,$79.95
441,Wellington,Motorolla Handheld Mobile Device/PDA,$500.00,1353943714,BidOnly
442,Auckland,Vodafone Smart Mini 3G CAMERA GPS Phone NEW BOXED,$45.00,1354172831,$49.99
443,Canterbury,AGM A8 Rugged Smart Phone - Android 7.0 - 13MP Camera,BuyNowOnly,1355598005,$349.00
444,Auckland,LG Watch Urbane 2nd Edition LTE Smartwatch,$350.00,1358325636,$450.00
445,Auckland,"Bose FreeStyle Earbuds - Ice Blue Deep, clear sound,",$146.99,1354175669,$169.99
446,Auckland,"Segotep RGB 12CM Fan Pack-include 3x12CM RGB Fan, Controller &amp; Wireless remote",BuyNowOnly,1355666838,$35.00
447,Auckland,Genuine Fast Charging Lightning to USB Cable (1m) MODEL MD818,$23.99,1354176896,$24.99
448,Auckland,iPhone 7 - 128GB - Silver Colour,"$1,200",1355674581,"$1,300"
449,Canterbury,BV6000 Rugged Smart Phone - Now With Android 7.0,BuyNowOnly,1356237448,$399.00
450,Canterbury,Geotel A1 Rugged Smart Phone - Android 7.0,BuyNowOnly,1356350325,$149.00
451,Canterbury,Bedove X20,$1.00,1354183951,$75.00
453,Canterbury,Lightening to USB Iphone Cable,BuyNowOnly,1357188453,$1.95
455,Canterbury,Wireless 3G Desk Phone,BuyNowOnly,1357102684,$139.00
456,Canterbury,Wireless Quad Band GSM Desk Phone,BuyNowOnly,1357113800,$139.00
457,Auckland,Dummy Display Phones #,$7.00,1354951224,$7.00
458,Auckland,Nokia Lumia 520 Smartphone with 8GB Memory + FREE and FAST SHIPPING,$89.00,1354214809,$89.50
460,Auckland,Samsung Galaxy S4 i9500 i9505 Replacement Battery,$8.00,1357990679,$8.00
461,Auckland,Samsung Galaxy J1 Ace - Black Color,$90.00,1357481074,$100.00
462,Waikato,"Iphone7 Plus , Gold,128GB New",$715.00,1354186266,"$1,350"
463,Auckland,"New Nokia 6555 Gold -3G, 1.3Mp, Vf 2D Spark",$135.00,1354244677,$139.00
464,Auckland,Activity Tracker Smart Watch Bluetooth 4 - 1 YR WARRANTY,BuyNowOnly,1354247821,$39.95
465,Auckland,Activity Tracker Smart Watch Bluetooth 4 - 1 YR WARRANTY,BuyNowOnly,1354248350,$39.95
466,Auckland,Activity Tracker Smart Watch Bluetooth 4 - 1 YR WARRANTY,BuyNowOnly,1354248428,$39.95
467,Waikato,IPHONE7 Black 128GB New,"$1,100",1356013761,"$1,100"
468,Waikato,IPHONE7 Black 128GB New,"$1,150",1356077102,"$1,150"
469,Auckland,Smartphone,$130.00,1354249096,BidOnly
472,Auckland,IPhone 6 Plus covers Brand New,$15.00,1354258448,$15.00
473,Auckland,"Smart Watch 1.56"" GSM Smart Watch Phone w/ Bluetooth / Quad-band",BuyNowOnly,1353669034,$29.00
474,Auckland,Ruggear Rg730 WaterProof Mobile - Germany,$799.00,1355387280,$799.00
475,Auckland,Spark Pro Grey Unlocked NZ New Phone #,$289.00,1355024914,$289.00
477,Auckland,Huawei P8 lite 16GB Black NZ NEW UNLOCKED Phone #,$239.00,1358138766,$239.00
479,Waikato,IPHONE7 Gold 128GB New,BuyNowOnly,1356078800,"$1,100"
480,Waikato,IPHONE7 Rose Gold 128GB New,BuyNowOnly,1356079856,"$1,100"
481,Canterbury,LATEST GSM Smart Bluetooth Watch NFC Camera TF Card Black - 1 Year Warranty,BuyNowOnly,1354420894,$69.99
482,Auckland,Huawei Y6 White NZ NEW Unlocked Phone #,$135.00,1356644248,$135.00
483,Waikato,iPhone Retractable Charger Cord Lightning,$14.99,1354451094,$14.99
484,Auckland,Nokia 3310 *** Blue ***,$49.99,1354455893,$58.99
485,Auckland,Genuine Iphone 7 32 GB,$660.00,1353707876,BidOnly
486,Bay of Plenty,Iphone SE - Unopened - 16gb Silver.,$450.00,1354498549,$500.00
487,Auckland,Huawei LUA-L02 Y3 II Black Unlocked Phone #,$129.00,1356679994,$129.00
489,Auckland,Vodafone Smart 4 Mini Mobile Phone - Black,$30.00,1354499852,$30.00
490,Auckland,Huawei Ascend G526 Black 4G NZ NEW Phone #,$99.00,1358248202,$99.00
491,Wellington,Galaxy A5 2017,$400.00,1356152169,BidOnly
492,Auckland,Samsung S6 32GB Brand New In Box - Dark Blue,$385.00,1356690322,$490.00
494,Auckland,Samsung SIII mini,$249.00,1354521893,BidOnly
495,Auckland,Vodafone Smart Turbo 7 ( Fully Unlocked),$149.00,1354521905,$149.00
496,Auckland,Alcatel one touch ( Brand New) Vodafone Sim Only,$39.99,1354521908,$39.99
497,Canterbury,BRAND NEW iPhone 6 64gb Space Grey,$799.00,1357636072,$799.00
498,Auckland,Orignal iPhone 4 Genuine Battery 1420mAh,$12.99,1353014019,$12.99
499,Hong Kong,Huawei Mate 9 MHA-L29 64GB - Silver | Brand New Unlocked,BuyNowOnly,1354631972,$741.00
500,Auckland,Apple iPhone SE 16GB Rose Gold Ex Demo,$499.00,1354643123,$499.00
501,Auckland,Apple Iphone 6 16Gb Silver As New!!,$480.00,1353032774,$480.00
502,Auckland,iPhone 6 64GB Gold Brand New,$680.00,1353033858,$720.00
503,Auckland,Apple Iphone 5S 16GB Space Grey As New,$339.00,1353043939,$339.00
504,Auckland,Brand New Samsung Galaxy Rugby Lte Sgh-1547C Black,$249.99,1353043949,$249.99
505,Auckland,Brand New Huawei P8 NZ NEW! 16GB Titanium Grey,$489.00,1353044007,$489.00
506,Auckland,Samsung Galaxy S7 Sm-G930f 32Gb,$599.00,1353044997,$599.00
507,Hong Kong,LG V20 H990 Dual Sim 64GB - Silver | Brand New Unlocked,BuyNowOnly,1354656411,$634.00
508,Auckland,Samsung G920 Galaxy S6 32GB NZ New,$649.00,1353048737,$649.00
509,Auckland,Samsung A510 Galaxy A5 (2016) Brand New,$479.00,1353049267,$479.00
510,Hong Kong,Huawei Mate 9 MHA-L29 64GB - White | Brand New Unlocked,BuyNowOnly,1354662746,$741.00
511,Auckland,Iphone 6 16Gb Iphone6 16GB Grey - Brand New!,$569.00,1355428911,$569.00
512,Auckland,Iphone 6 16Gb Iphone6 16GB Grey - Brand New!,$569.00,1353059145,$569.00
513,Auckland,Vodafone Mobile Camera Bluetooth MP3 Memory Card Unlocked,$25.00,1353068067,$25.00
514,Auckland,"4.0"" 3G Dual Core Waterproof Dustproof Shockproof!",BuyNowOnly,1353070028,$140.00
515,Auckland,Apple iPhone 7 / 32 GB / Rose Gold / Brand New,"$1,099",1353072189,BidOnly
516,Hong Kong,Samsung Galaxy C5 C5000 64GB - Pink | Brand New Unlocked,BuyNowOnly,1354678096,$414.00
517,Auckland,Alcatel 2067 Flip Phone Unlocked,$149.00,1353075032,$149.00
518,Auckland,Brand New SAMSUNG Galaxy S6 G920f 32Gb,$499.00,1353083391,$499.00
519,Hong Kong,Apple iPhone 7 Plus - 128GB - Rose Gold | Brand New Unlocked,BuyNowOnly,1354687346,"$1,433"
520,Auckland,As New Samsung Note Edge N915F 32GB Black,$649.00,1353084094,$649.00
521,Wellington,Brand New Samsung Galaxy S6 SC-05G 32G Japan version Black Sapphire,$439.00,1353084506,$440.00
522,Wellington,New!Last one Black Samsung Galaxy Note Edge Japan SC-01G 32G/4G,$650.00,1353084517,$650.00
523,Auckland,Brand NewSamsung Galaxy S6 G920F Gold on Clearence,$499.00,1353087727,$499.00
524,Auckland,DOOGEE x5 Smartphone 8MP QuadCore 1+8GB Android5.1,BuyNowOnly,1356189254,$109.00
525,Waikato,ZTE F328 Black Unlocked 3G Phone *,$39.00,1353095529,$39.00
526,Auckland,Brand New Huawei X1 U8180-7 Silver Android Smartphone,$39.00,1353097818,$39.00
527,Hong Kong,BlackBerry Passport SQW100 32GB (US English Keyboard) - Black | Brand New Unlock,BuyNowOnly,1354723479,$338.00
528,Auckland,HOMTOM HT7 5.5 Inch 1GB RAM 8GB ROM MTK6580 Quad-core 3000mAh Battery Smartphone,BuyNowOnly,1353124581,$129.00
529,Auckland,HOMTOM HT7 5.5 Inch 1GB RAM 8GB ROM MTK6580 Quad-core 3000mAh Battery Smartphone,BuyNowOnly,1353124647,$129.00
530,Waikato,Telstra Tough 2 Bluestone Cellphone*,$139.00,1353126325,$139.00
531,Auckland,premium iPhone 6 battery high quality Opening Tools,$23.99,1356963877,$23.99
532,Auckland,premium iPhone 6 battery high quality Opening Tools,$23.99,1356963866,$23.99
533,Canterbury,Huawei y3 lite on Skinny,$35.00,1353147011,BidOnly
534,Hong Kong,Htc 10 M10 4G 32Gb - Silver | Brand New Unlocked,BuyNowOnly,1354756035,$601.00
535,Waikato,Alcatel 20.45 Onetouch Black Mobile Phone,$50.00,1353173115,$50.00
536,Hong Kong,HTC One X9 4G 32GB - Grey | Brand New Unlocked,BuyNowOnly,1354791613,$333.00
537,Hong Kong,Asus Zenfone 2 ZE551ML 64GB Dual Sim - Gold | Brand New Unlocked,BuyNowOnly,1354794509,$323.00
538,Hong Kong,Asus Zenfone 2 ZE551ML 64GB Dual Sim - Silver | Brand New Unlocked,BuyNowOnly,1354794532,$323.00
539,Hong Kong,Samsung Galaxy A3 A320FD 16GB (2017) - Black Sky | Brand New,BuyNowOnly,1354800257,$376.00
540,Hong Kong,Sony Xperia X Performance F8132 64GB - Graphite Black | Brand New Unlocked,BuyNowOnly,1354815639,$610.00
541,Auckland,Geotel A1 Rugged 3G Smart Phone Android 7 IP67 Waterproof Dustproof Shockproof,BuyNowOnly,1353225500,$179.00
542,Hong Kong,Huawei Mate 9 MHA-L29 64GB - Black | Brand New Unlocked,BuyNowOnly,1354830500,$858.00
543,Auckland,Geotel A1 Rugged 3G Smart Phone Android 7 IP67 Waterproof Dustproof Shockproof,BuyNowOnly,1353230148,$179.00
544,Auckland,Geotel A1 Rugged 3G Smart Phone Android 7 IP67 Waterproof Dustproof Shockproof,BuyNowOnly,1353231759,$179.00
545,Auckland,Geotel A1 Rugged 3G Smart Phone Android 7 IP67 Waterproof Dustproof Shockproof,BuyNowOnly,1353233253,$179.00
546,Hong Kong,Huawei P10 VTR-L29 Dual Sim 64GB - Mystic Silver | Brand New,BuyNowOnly,1354845768,$798.00
547,Hong Kong,Huawei P9 EVA-L19 Dual Sim 32GB - Rose Gold | Brand New,BuyNowOnly,1354846680,$519.00
548,Auckland,Brand New Apple Iphone 7 256Gb Jet Black Sealed,BuyNowOnly,1353272642,"$1,359"
549,Auckland,Apple Iphone 7 128Gb Black,BuyNowOnly,1353276293,"$1,250"
550,Auckland,HTC Desire 310 (D310u) White - Skinny Locked - New,$50.00,1354132910,BidOnly
551,Auckland,Brand New Huawei P9 Mystic Silver SEALED BOX,BuyNowOnly,1353287007,$588.00
552,Auckland,Brand New Huawei P9 Mystic Silver SEALED BOX,BuyNowOnly,1353286179,$588.00
553,Auckland,Brand New Huawei P9 Mystic Silver SEALED BOX,BuyNowOnly,1353287064,$588.00
554,Waikato,Huawei Y360 Y3 Unlocked Black NZ NEW Phone *,$79.00,1353286958,$79.00
555,Auckland,Best black iPhone 4s Back Glass Cover Replacem,$16.99,1357128472,$16.99
556,Manawatu,TrackR Tracker,$30.00,1353302135,$35.00
557,Canterbury,iPhone 4S Battery Replacement + Tools,$15.12,1354166159,$15.12
560,Auckland,OnePlus 3T Smartphone 64GB Gunmetal Parallel Imported (NZ POWER PLUG INCLUDED),BuyNowOnly,1353330153,$769.00
561,Auckland,"Lenovo A916 Dual Sim 8GB 5.5"" Smartphone 4G NEW",$255.25,1357173616,BidOnly
562,Auckland,"Lenovo A916 Dual Sim 8GB 5.5"" Smartphone 4G NEW",$255.25,1357173613,BidOnly
563,Auckland,iPhone 7 32gb Black Brand New,$990.00,1353352086,BidOnly
564,Canterbury,Samsung Galaxy S4 Battery,$13.77,1357179961,BidOnly
565,Auckland,Samsung Galaxy S7 (G930F) Gold - New,$899.00,1355692533,BidOnly
566,Auckland,*New* Apple iPhone 7 Plus 128GB Black 2 Year NZ APPLE Warranty,BuyNowOnly,1353382785,"$1,529"
567,Auckland,"Lenovo Smart Phone A916 5.5"" Dual Sim 8GB",$255.50,1354955519,BidOnly
568,Hong Kong,Sony Xperia Z1 C6902 16GB - White | Brand New Unlocked,BuyNowOnly,1354955536,$366.00
569,Hong Kong,Sony Xperia Z5 Dual E6683 32GB - White | Brand New Unlocked,BuyNowOnly,1354955554,$523.00
570,Auckland,*New* Apple iPhone 7 128GB Black 2 Year NZ APPLE Warranty,BuyNowOnly,1353407123,"$1,309"
571,Auckland,Samsung Galaxy Gear S2 (R720) Black - New,$325.00,1353414426,BidOnly
572,Auckland,Samsung Galaxy Gear S2 (R720) Black - New,$325.00,1353414427,BidOnly
573,Auckland,Samsung Galaxy S4 LTE+ (i9506) Black - New,$450.00,1353414429,BidOnly
575,Canterbury,iPhone 4 16GB White iPhone4 Unlocked Like New! ios7,$175.00,1353447035,BidOnly
576,Hong Kong,BlackBerry BBA 100 DTEK60 32GB - Black | Brand New Unlocked,BuyNowOnly,1354989844,$735.00
577,Hong Kong,Samsung Galaxy C5 C5000 64GB - Gold | Brand New Unlocked,BuyNowOnly,1354990161,$414.00
578,Auckland,"Lenovo Smart Phone A916 5.5"" Dual Sim 8GB",$255.50,1356442626,BidOnly
579,Auckland,HTC Desite 510 (A11) Metal Grey - New - 12 Month Warranty,$199.00,1354250762,BidOnly
580,Hong Kong,Sony Xperia XZs G8232 Dual 64GB - Black | Brand New,BuyNowOnly,1354998757,$806.00
581,Auckland,"Xiaomi Redmi Pro Prime 64GB,13Mp Cam, Deca Core",$389.00,1351049554,BidOnly
582,Hong Kong,Xiaomi Mi 5s Plus 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1355016309,$536.00
583,Hong Kong,Samsung Galaxy S7 Edge G935FD 32GB - Gold | Brand New,BuyNowOnly,1355016365,$758.00
584,Hong Kong,Xiaomi Mi 5 Prime 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1355016829,$423.00
585,Hong Kong,Xiaomi Redmi Note 4X 4G Dual Sim 64GB - Black | Brand New Unlocked,BuyNowOnly,1355027796,$317.00
586,Hong Kong,Asus Zenfone 3 ZE520KL 32GB - Sapphire Black (Taiwan) | Brand New Unlocked,BuyNowOnly,1355030052,$397.00
587,Hong Kong,Xiaomi Redmi Note 4X 4G Dual Sim 64GB - Gold | Brand New Unlocked,BuyNowOnly,1355031177,$317.00
588,Hong Kong,Xiaomi Redmi Note 4X 4G Dual Sim 64GB - Silver | Brand New Unlocked,BuyNowOnly,1355031181,$317.00
589,Hong Kong,Samsung Galaxy Gear S3 Classic R770 - Silver | Brand New,BuyNowOnly,1355040956,$488.00
590,Hong Kong,Samsung Galaxy S7 Edge G9350 32GB - Pink Gold | Brand New,BuyNowOnly,1355049362,$762.00
591,Auckland,"Huawei P10 Smartphone 64GB Prestige Gold. 2 Years Warranty, 3 Months Huawei S...",BuyNowOnly,1353536216,$887.56
592,Auckland,"Xiaomi Mi Mix Smartphone 256GB Black Parallel Imported China version, 1 Year ...",BuyNowOnly,1353536243,"$1,651"
593,Auckland,Apple iPhone SE 128GB - Gold.,BuyNowOnly,1353537386,$850.77
594,Auckland,HTC One M9 Silver - New - 12 Month Warranty,$500.00,1354316061,BidOnly
596,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Gold,BuyNowOnly,1353543425,"$1,223"
597,Auckland,Samsung Galaxy A5 (2017) Smartphone 32GB Gold 2 Year Warranty,BuyNowOnly,1353543888,$704.94
598,Auckland,Samsung Galaxy A7 (2017) Smartphone 32GB Gold 2 Year Warranty,BuyNowOnly,1353543978,$846.12
599,Auckland,Samsung Galaxy Xcover4 Smartphone 16GB (IP68 and MIL-810G),BuyNowOnly,1353551081,$406.47
600,Auckland,Apple iPhone 7 Plus 128GB Jet Black,BuyNowOnly,1353563547,"$1,811"
601,Auckland,Samsung Galaxy J1 (2016) Smartphone 8GB Black Locked to Vodafone,BuyNowOnly,1353563977,$151.97
602,Auckland,Samsung Galaxy S7 Edge Smartphone 32GB Silver,BuyNowOnly,1353564112,"$1,223"
603,Auckland,"Xiaomi Mi Note 2 6GB Ram 128Gb Rom, 5.7"" 22.56Mp",$820.00,1351195724,$820.00
604,Auckland,"Xiaomi Mi Note2, 4GB RAM 64GB ROM, 22.56MP Cam",$755.00,1351196000,$755.00
605,Auckland,"Xiaomi Mi5C 3GB RAM 64Gb Rom, 4G Lte 5.15''",$442.00,1351196526,$442.00
606,Auckland,"Xiaomi Mi5s 3GB RAM 64Gb Rom, 5.15''",$565.00,1351196802,$565.00
607,Auckland,"Xiaomi Mi5s plus 6GB Ram 128Gb, 5.7''",$730.00,1351197023,$730.00
608,Auckland,"Xiaomi Mi6 6GB RAM 64GB Rom, 5.15""",$794.00,1351197207,$794.00
609,Auckland,"Xiaomi Mi6 Prime 6GB Ram 128Gb Rom , 5.15''",$894.00,1351197384,$894.00
610,Auckland,"Xiaomi Redmi Note 4X, 3Gb Ram 32Gb Rom, 13.0Mp",$309.00,1351197519,$309.00
611,Auckland,Xiaomi Redmi 4A 2GB RAM 16Gb Rom 4G Lte 13Mp,$225.00,1351197850,$225.00
612,Auckland,"Xiaomi Redmi 4A 2GB RAM 32G Rom 5.0"" 13.0Mp",$242.00,1351198176,$242.00
613,Hong Kong,Huawei Mate 9 Pro LON-L29 Dual Sim 6GB-128GB - Gold | Brand New Unlocked,BuyNowOnly,1355118808,"$1,029"
615,Auckland,Samsung Galaxy J7 Prime Smartphone 32GB Gold,BuyNowOnly,1353632447,$559.98
616,Hawke's Bay,Brand New.......Airo SHOCK for iPhone 6/6s/7,$50.00,1353676066,BidOnly
617,Auckland,Waterproof AGM A8 - Android phone,$340.00,1353684489,$375.00
618,United States,NITE IZE INC SS Hip Clip,BuyNowOnly,1353684768,$9.04
619,Auckland,Alcatel One Touch 20.45 Black - Spark locked - New,$50.00,1354458861,$50.00
620,Hong Kong,Samsung Galaxy C7 C7000 64GB - Gold | Brand New,BuyNowOnly,1355202973,$482.00
621,Auckland,6 inch 3G Android 5.1 Dual Sim SmartPhone GPS/WIFI,BuyNowOnly,1353743911,$179.00
